Name	ID	NumProbes	NumGenes	ROC	Pval	CorrectedPvalue	Same as	GeneMembers
insulin receptor signaling pathway	GO:0008286	127	126	0.44733929	0.97931331	1		
muscle tissue morphogenesis	GO:0060415	56	56	0.42104262	0.97948699	1		
ribosome	GO:0005840	154	153	0.45207839	0.97951123	1		
cardiac muscle cell action potential involved in contraction	GO:0086002	24	24	0.37938137	0.97959187	1		
peptidyl-amino acid modification	GO:0018193	482	480	0.47262333	0.97968084	1		
negative regulation of cellular component organization	GO:0051129	361	360	0.46850562	0.9796818	1		
respiratory electron transport chain	GO:0022904	84	84	0.43534169	0.97969734	1		
protein heterooligomerization	GO:0051291	75	75	0.43156772	0.97973066	1		
outflow tract morphogenesis	GO:0003151	42	42	0.40864422	0.9797317	1		
nucleotide biosynthetic process	GO:0009165	154	150	0.45142959	0.97987617	1		
negative regulation of neuron differentiation	GO:0045665	122	121	0.44587888	0.98004334	1		
positive regulation of vascular endothelial growth factor production	GO:0010575	18	18	0.35977141	0.98028725	1		
metanephric nephron morphogenesis	GO:0072273	13	13	0.33501803	0.98028872	1		
cilium	GO:0005929	277	275	0.46379096	0.98042284	1		
negative regulation of lyase activity	GO:0051350	23	23	0.37574432	0.98043356	1		
neural tube development	GO:0021915	119	119	0.44520507	0.98044786	1		
cellular response to alkaloid	GO:0071312	21	21	0.36991408	0.98047447	1		
positive regulation of protein acetylation	GO:1901985	17	17	0.35537608	0.98051431	1	GO:2000758|positive regulation of peptidyl-lysine acetylation, 	
positive regulation of peptidyl-lysine acetylation	GO:2000758	17	17	0.35537608	0.98051431	1	GO:1901985|positive regulation of protein acetylation, 	
dicarboxylic acid metabolic process	GO:0043648	68	68	0.42756056	0.98053545	1		
regulation of platelet activation	GO:0010543	24	23	0.37557525	0.98056657	1		
exocrine system development	GO:0035272	38	38	0.40311907	0.98060202	1		
tube formation	GO:0035148	102	102	0.4407446	0.98061378	1		
regulation of ossification	GO:0030278	143	142	0.44969997	0.98064868	1		
positive regulation of B cell proliferation	GO:0030890	30	30	0.39093672	0.98065097	1		
carbohydrate derivative biosynthetic process	GO:1901137	462	458	0.4717122	0.98066633	1		
endocytic vesicle membrane	GO:0030666	109	108	0.44235541	0.98069558	1		
amide transport	GO:0042886	69	69	0.42793846	0.98073396	1		
catechol-containing compound biosynthetic process	GO:0009713	17	17	0.35496699	0.98079041	1	GO:0042423|catecholamine biosynthetic process, 	
catecholamine biosynthetic process	GO:0042423	17	17	0.35496699	0.98079041	1	GO:0009713|catechol-containing compound biosynthetic process, 	
negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator	GO:1902254	10	10	0.31085241	0.98083383	1		
protein dephosphorylation	GO:0006470	119	119	0.44495958	0.98088271	1		
positive regulation of protein kinase B signaling	GO:0051897	62	62	0.42384806	0.98092197	1		
negative regulation of BMP signaling pathway	GO:0030514	27	27	0.38454006	0.98107672	1		
negative regulation of response to external stimulus	GO:0032102	175	173	0.45411309	0.98122285	1		
regulation of binding	GO:0051098	168	168	0.45337563	0.98135928	1		
urogenital system development	GO:0001655	240	238	0.46074275	0.9813608	1		
cardiac chamber development	GO:0003205	104	104	0.44074124	0.98154499	1		
adenylate cyclase-activating G-protein coupled receptor signaling pathway	GO:0007189	44	44	0.40898582	0.98162315	1		
cilium or flagellum-dependent cell motility	GO:0001539	17	16	0.34912314	0.9816701	1		
myeloid leukocyte mediated immunity	GO:0002444	26	26	0.38149732	0.98175655	1		
neuropeptide signaling pathway	GO:0007218	90	89	0.43581344	0.98177623	1		
sensory organ morphogenesis	GO:0090596	200	199	0.45690651	0.98182726	1		
response to morphine	GO:0043278	18	18	0.35739065	0.98190172	1		
response to glucocorticoid	GO:0051384	106	106	0.44102031	0.98198896	1		
positive regulation of blood vessel endothelial cell migration	GO:0043536	20	19	0.36105481	0.98199228	1		
lysosome localization	GO:0032418	16	16	0.34847783	0.98206816	1		
response to peptide	GO:1901652	321	318	0.46568839	0.98208919	1		
cellular response to antibiotic	GO:0071236	10	10	0.30817194	0.98216502	1		
microtubule-based movement	GO:0007018	124	124	0.44528509	0.98224865	1		
fibroblast growth factor receptor signaling pathway	GO:0008543	137	136	0.44765219	0.98239525	1		
nitric oxide biosynthetic process	GO:0006809	13	11	0.31656455	0.98243018	1		
positive regulation of vascular endothelial growth factor receptor signaling pathway	GO:0030949	13	13	0.33118542	0.98246584	1		
regulation of heart rate by cardiac conduction	GO:0086091	18	18	0.35650988	0.98246934	1		
positive regulation of lipid biosynthetic process	GO:0046889	37	37	0.3997556	0.98256337	1		
nucleoside metabolic process	GO:0009116	236	234	0.45988069	0.98260213	1		
negative regulation of phosphatase activity	GO:0010923	45	45	0.40900733	0.98263643	1		
neuronal postsynaptic density	GO:0097481	10	10	0.3069759	0.98273243	1		
retina layer formation	GO:0010842	11	11	0.31540542	0.98299943	1		
protein kinase C-activating G-protein coupled receptor signaling pathway	GO:0007205	33	32	0.39147327	0.98318795	1		
hexose metabolic process	GO:0019318	136	135	0.44694047	0.98328064	1		
negative regulation of signal transduction	GO:0009968	712	709	0.47639257	0.98341833	1		
cell cortex	GO:0005938	177	177	0.45350384	0.98346615	1		
positive regulation of protein oligomerization	GO:0032461	15	15	0.3410381	0.98348269	1		
zymogen activation	GO:0031638	83	83	0.43225188	0.98352237	1		
pyruvate metabolic process	GO:0006090	62	61	0.42101296	0.98353807	1		
positive regulation of behavior	GO:0048520	93	93	0.43594677	0.98356543	1		
regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043281	144	144	0.44841804	0.98361006	1		
positive regulation of protein tyrosine kinase activity	GO:0061098	25	25	0.37665046	0.98361095	1		
negative regulation of adenylate cyclase activity	GO:0007194	21	21	0.36539953	0.98363133	1		
activation of immune response	GO:0002253	283	283	0.46299624	0.98373093	1		
regulation of interleukin-10 secretion	GO:2001179	10	10	0.30475381	0.98374573	1		
muscle organ morphogenesis	GO:0048644	60	60	0.42015204	0.98376503	1		
mast cell granule	GO:0042629	14	12	0.32165989	0.98379177	1		
response to monoamine	GO:0071867	18	18	0.35435016	0.98379725	1	GO:0071869|response to catecholamine, 	
response to catecholamine	GO:0071869	18	18	0.35435016	0.98379725	1	GO:0071867|response to monoamine, 	
regulation of glucose import	GO:0046324	38	38	0.39968376	0.98380778	1		
auditory receptor cell development	GO:0060117	10	10	0.30441989	0.98389351	1		
regulation of synaptic transmission, glutamatergic	GO:0051966	29	29	0.38503232	0.98393307	1		
cellular respiration	GO:0045333	119	119	0.44301666	0.9840429	1		
lipid biosynthetic process	GO:0008610	402	399	0.46860248	0.98406503	1		
cellular response to carbohydrate stimulus	GO:0071322	42	42	0.40427888	0.984068	1		
purine nucleotide biosynthetic process	GO:0006164	97	93	0.43540021	0.98429678	1		
mast cell activation	GO:0045576	16	16	0.34460978	0.98430287	1		
morphogenesis of an epithelium	GO:0002009	338	336	0.46574459	0.98433276	1		
collagen trimer	GO:0005581	68	68	0.42446088	0.98435273	1		
cytosolic part	GO:0044445	133	133	0.4458585	0.98438544	1		
canonical Wnt signaling pathway	GO:0060070	73	73	0.42704277	0.98439888	1		
regulation of blood vessel size	GO:0050880	65	62	0.42085634	0.98440374	1		
negative regulation of wound healing	GO:0061045	42	40	0.40141567	0.98450443	1		
lens development in camera-type eye	GO:0002088	51	51	0.41259711	0.98456714	1		
positive regulation of interferon-alpha production	GO:0032727	11	11	0.31185075	0.98464782	1		
regulation of axon extension involved in axon guidance	GO:0048841	13	13	0.32676893	0.98471926	1		
ganglioside metabolic process	GO:0001573	13	13	0.32675025	0.98472824	1		
sarcoplasmic reticulum membrane	GO:0033017	33	33	0.39117034	0.98474663	1		
monocyte differentiation	GO:0030224	13	13	0.32658209	0.9848088	1		
regulation of signal transduction by p53 class mediator	GO:1901796	30	30	0.38574859	0.9848333	1		
negative regulation of Notch signaling pathway	GO:0045746	19	19	0.35646209	0.98484576	1		
dendrite morphogenesis	GO:0048813	33	33	0.39097044	0.98489795	1		
cerebral cortex development	GO:0021987	65	65	0.42214912	0.98499275	1		
regulation of potassium ion transmembrane transport	GO:1901379	19	19	0.35619193	0.98500174	1		
intrinsic component of Golgi membrane	GO:0031228	42	42	0.40320347	0.98500567	1		
negative regulation of ion transmembrane transport	GO:0034766	27	27	0.37931787	0.98501295	1		
response to insulin	GO:0032868	202	199	0.45517092	0.98527205	1		
central nervous system neuron differentiation	GO:0021953	139	138	0.44620553	0.98536577	1		
regulation of interferon-beta production	GO:0032648	27	27	0.3787754	0.98537826	1		
peptidyl-cysteine modification	GO:0018198	13	13	0.32529755	0.98541221	1		
purine nucleoside monophosphate metabolic process	GO:0009126	146	145	0.44747796	0.98541357	1	GO:0009167|purine ribonucleoside monophosphate metabolic process, 	
purine ribonucleoside monophosphate metabolic process	GO:0009167	146	145	0.44747796	0.98541357	1	GO:0009126|purine nucleoside monophosphate metabolic process, 	
regulation of phosphatidylinositol 3-kinase signaling	GO:0014066	58	58	0.41711739	0.98546966	1		
inner ear receptor cell differentiation	GO:0060113	39	39	0.39893456	0.98550877	1		
interleukin-1 beta production	GO:0032611	10	10	0.30051302	0.98553752	1		
regulation of glycogen biosynthetic process	GO:0005979	24	24	0.37117691	0.98553877	1	GO:0010962|regulation of glucan biosynthetic process, 	
regulation of glucan biosynthetic process	GO:0010962	24	24	0.37117691	0.98553877	1	GO:0005979|regulation of glycogen biosynthetic process, 	
filopodium	GO:0030175	59	59	0.41761981	0.98566523	1		
regulation of cellular protein localization	GO:1903827	242	241	0.45898746	0.98571196	1		
regulation of blood coagulation	GO:0030193	58	57	0.41608557	0.98576622	1	GO:1900046|regulation of hemostasis, 	
regulation of hemostasis	GO:1900046	58	57	0.41608557	0.98576622	1	GO:0030193|regulation of blood coagulation, 	
positive regulation of cGMP metabolic process	GO:0030825	17	16	0.34176663	0.98578911	1		
regulation of osteoblast differentiation	GO:0045667	88	87	0.43184008	0.98596932	1		
sulfur amino acid biosynthetic process	GO:0000097	18	18	0.35044578	0.98597984	1		
lipid homeostasis	GO:0055088	76	75	0.42652525	0.98606653	1		
lipopolysaccharide-mediated signaling pathway	GO:0031663	26	25	0.3727771	0.98616047	1		
startle response	GO:0001964	19	19	0.35407861	0.98616831	1		
monocarboxylic acid metabolic process	GO:0032787	378	374	0.46674404	0.98618165	1		
purine nucleoside biosynthetic process	GO:0042451	77	75	0.42631598	0.98628719	1	GO:0046129|purine ribonucleoside biosynthetic process, 	
purine ribonucleoside biosynthetic process	GO:0046129	77	75	0.42631598	0.98628719	1	GO:0042451|purine nucleoside biosynthetic process, 	
regulation of BMP signaling pathway	GO:0030510	50	50	0.40974804	0.98635256	1		
phagocytosis, engulfment	GO:0006911	11	11	0.3077993	0.98635742	1		
positive regulation of endopeptidase activity	GO:0010950	96	96	0.43472784	0.9864082	1		
negative regulation of cellular component movement	GO:0051271	147	146	0.44694999	0.98646739	1		
regulation of polysaccharide biosynthetic process	GO:0032885	30	30	0.38332624	0.98650444	1		
regulation of catecholamine secretion	GO:0050433	28	28	0.379095	0.98659506	1		
positive regulation of insulin secretion	GO:0032024	42	42	0.40118084	0.9866396	1		
pallium development	GO:0021543	95	95	0.43418644	0.98664194	1		
regulation of cell size	GO:0008361	70	70	0.42338632	0.98664312	1		
positive regulation of striated muscle cell differentiation	GO:0051155	33	33	0.38851366	0.98666317	1		
positive regulation of cAMP biosynthetic process	GO:0030819	52	52	0.411107	0.98668754	1		
costamere	GO:0043034	17	17	0.34468788	0.9866915	1		
regulation of cysteine-type endopeptidase activity	GO:2000116	152	152	0.44778502	0.98677836	1		
negative regulation of blood circulation	GO:1903523	24	24	0.36906914	0.98679954	1		
positive regulation of receptor activity	GO:2000273	20	20	0.35621773	0.98699445	1		
fatty acid transport	GO:0015908	38	36	0.39276883	0.98700145	1		
regulation of cAMP metabolic process	GO:0030814	92	92	0.43280753	0.98700171	1		
single-organism catabolic process	GO:0044712	639	634	0.47396914	0.98700444	1		
cell-substrate adhesion	GO:0031589	117	117	0.4403668	0.98700771	1		
N-methyl-D-aspartate selective glutamate receptor complex	GO:0017146	10	10	0.29658187	0.98704607	1		
acid secretion	GO:0046717	44	44	0.40268007	0.98723117	1		
negative regulation of cyclic nucleotide metabolic process	GO:0030800	32	32	0.38589352	0.98725128	1		
positive regulation of cyclic nucleotide metabolic process	GO:0030801	74	73	0.42428017	0.98732626	1		
positive regulation of axonogenesis	GO:0050772	39	39	0.39650099	0.98733363	1		
cartilage development	GO:0051216	140	139	0.44497671	0.98737778	1		
ribonucleoside biosynthetic process	GO:0042455	88	86	0.43007263	0.9874692	1		
purine ribonucleotide biosynthetic process	GO:0009152	92	88	0.43082171	0.98751736	1		
regulation of coagulation	GO:0050818	63	62	0.41763771	0.98752727	1		
nephron development	GO:0072006	101	100	0.43507051	0.9875297	1		
regulation of N-methyl-D-aspartate selective glutamate receptor activity	GO:2000310	10	10	0.29500334	0.98761197	1		
regulation of cofactor metabolic process	GO:0051193	33	33	0.38704991	0.98762686	1	GO:0051196|regulation of coenzyme metabolic process, 	
regulation of coenzyme metabolic process	GO:0051196	33	33	0.38704991	0.98762686	1	GO:0051193|regulation of cofactor metabolic process, 	
superoxide metabolic process	GO:0006801	28	28	0.37736713	0.98764541	1		
developmental cell growth	GO:0048588	35	35	0.39022863	0.98768535	1		
regulation of morphogenesis of a branching structure	GO:0060688	44	44	0.40192028	0.98779525	1		
lamellipodium assembly	GO:0030032	22	22	0.36125303	0.98786405	1		
metanephric nephron tubule development	GO:0072234	12	12	0.3120408	0.98792143	1		
regulation of intracellular transport	GO:0032386	303	302	0.46217626	0.98796312	1		
cell-substrate adherens junction	GO:0005924	114	114	0.43878729	0.98796877	1		
neural retina development	GO:0003407	33	33	0.3863839	0.98804582	1		
regulation of immune system process	GO:0002682	922	919	0.47786414	0.98805112	1		
blood vessel development	GO:0001568	372	370	0.46565222	0.98817586	1		
protein homotetramerization	GO:0051289	50	48	0.4055673	0.98818257	1		
positive regulation of dendrite development	GO:1900006	33	33	0.38615914	0.98818421	1		
epithelial cilium movement	GO:0003351	14	14	0.32526091	0.98820822	1		
positive regulation of insulin secretion involved in cellular response to glucose stimulus	GO:0035774	15	15	0.33096887	0.9882954	1		
cellular response to oxidative stress	GO:0034599	102	102	0.43486129	0.98845015	1		
establishment of protein localization to organelle	GO:0072594	248	247	0.45794177	0.98847089	1		
isoprenoid metabolic process	GO:0006720	92	91	0.4310163	0.98849334	1		
vasoconstriction	GO:0042310	25	25	0.36841638	0.98861512	1		
cerebellar Purkinje cell layer development	GO:0021680	22	22	0.35964573	0.98866335	1		
cellular response to peptide hormone stimulus	GO:0071375	220	219	0.45522337	0.98869769	1		
stereocilium	GO:0032420	18	18	0.34475963	0.98870335	1		
cell-substrate junction	GO:0030055	120	120	0.43967056	0.98872348	1		
positive regulation of interferon-beta production	GO:0032728	20	20	0.35255756	0.98877636	1		
cytoplasmic vesicle	GO:0031410	868	866	0.47697893	0.98882108	1		
synaptic vesicle localization	GO:0097479	53	53	0.40921046	0.9888691	1		
morphogenesis of embryonic epithelium	GO:0016331	110	109	0.43654472	0.98890999	1		
regulation of developmental growth	GO:0048638	181	180	0.45051224	0.98891141	1		
positive regulation of cation transmembrane transport	GO:1904064	31	31	0.38122365	0.98895016	1		
positive regulation of cell proliferation	GO:0008284	598	596	0.47242793	0.98896418	1		
negative regulation of cell adhesion	GO:0007162	148	148	0.44538685	0.98902135	1		
lipid transport	GO:0006869	157	154	0.44644001	0.98903577	1		
