Name	ID	NumGenes	ROC	Pvalue	CorrectedPvalue	Same as	GeneMembers
regulation of proteasomal protein catabolic process	GO:0061136	103	0.4736027	0.82254341	0.93599767		
nuclear transport	GO:0051169	183	0.48012898	0.82277014	0.9360346		
integrator complex	GO:0032039	10	0.41534212	0.8230552	0.93613785		
regulation of interleukin-6 biosynthetic process	GO:0045408	14	0.42840009	0.82318996	0.93607015		
negative regulation of production of molecular mediator of immune response	GO:0002701	19	0.43847713	0.82340283	0.93609128		
vascular smooth muscle cell differentiation	GO:0035886	10	0.41509927	0.82374469	0.93625901		
male germ cell nucleus	GO:0001673	14	0.42821574	0.82381624	0.93611949		
single-organism membrane budding	GO:1902591	25	0.44614973	0.82432606	0.93647794		
cytolysis	GO:0019835	19	0.43822456	0.82438926	0.93632896		
gene silencing by RNA	GO:0031047	40	0.45736725	0.82455755	0.93629938		
autophagy	GO:0006914	83	0.47028877	0.82517755	0.93678262		
activation of NF-kappaB-inducing kinase activity	GO:0007250	17	0.43439519	0.82549527	0.93692255		
regulation of transcription from RNA polymerase II promoter involved in heart development	GO:1901213	11	0.41823426	0.8261457	0.93743994		
lymphocyte chemotaxis	GO:0048247	14	0.42692745	0.82810351	0.93944025		
regulation of T cell mediated immunity	GO:0002709	42	0.4577319	0.82834911	0.93949765		
protein depolymerization	GO:0051261	14	0.42635487	0.8299874	0.94113422		
endosome to lysosome transport	GO:0008333	23	0.44236977	0.83064769	0.94166131		
regulation of alpha-beta T cell differentiation	GO:0046637	36	0.45391203	0.83067717	0.9414732		
male meiosis	GO:0007140	32	0.451096	0.83080224	0.94139351		
hair follicle morphogenesis	GO:0031069	25	0.44460379	0.83115346	0.94157004		
regulation of growth of symbiont in host	GO:0044126	14	0.42592761	0.83137745	0.94160239	GO:0044130|negative regulation of growth of symbiont in host, 	
negative regulation of growth of symbiont in host	GO:0044130	14	0.42592761	0.83137745	0.94160239	GO:0044126|regulation of growth of symbiont in host, 	
protein export from nucleus	GO:0006611	24	0.44325869	0.83202576	0.94211518		
protein acetylation	GO:0006473	81	0.46899955	0.8324999	0.94243057		
chromatin assembly or disassembly	GO:0006333	107	0.47299229	0.8326249	0.94235066		
positive regulation of NIK/NF-kappaB signaling	GO:1901224	18	0.43427011	0.83284555	0.94237902		
regulation of natural killer cell mediated immunity	GO:0002715	15	0.42780275	0.83351716	0.94291751		
DNA metabolic process	GO:0006259	541	0.48774691	0.8342007	0.94346924		
transcription elongation from RNA polymerase II promoter	GO:0006368	54	0.46166091	0.83505222	0.94421066		
positive regulation of viral transcription	GO:0050434	43	0.45681447	0.83637705	0.94548677		
cell fate commitment involved in formation of primary germ layer	GO:0060795	21	0.43819071	0.83658945	0.94550504		
negative regulation of proteolysis involved in cellular protein catabolic process	GO:1903051	50	0.45990749	0.8365905	0.94528449		
determination of adult lifespan	GO:0008340	10	0.41024224	0.8371763	0.94572459		
DNA conformation change	GO:0071103	163	0.47756364	0.83826126	0.94672825		
positive regulation of T cell mediated cytotoxicity	GO:0001916	21	0.43754557	0.83910142	0.94745504		
regulation of RNA stability	GO:0043487	35	0.45154532	0.83938671	0.9475551		
negative regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0045736	22	0.43881214	0.83976465	0.94775968	GO:1904030|negative regulation of cyclin-dependent protein kinase activity, 	
negative regulation of cyclin-dependent protein kinase activity	GO:1904030	22	0.43881214	0.83976465	0.94775968	GO:0045736|negative regulation of cyclin-dependent protein serine/threonine kinase activity, 	
regulation of metanephros development	GO:0072215	16	0.42822464	0.83989081	0.94768007		
negative regulation of lymphocyte mediated immunity	GO:0002707	16	0.42808989	0.84035106	0.94797738		
nucleus localization	GO:0051647	13	0.42016218	0.84055718	0.94798794		
positive regulation of transforming growth factor beta production	GO:0071636	12	0.41688931	0.84060195	0.94781657		
regulation of T cell apoptotic process	GO:0070232	28	0.44539641	0.84134944	0.94843744		
synaptonemal complex	GO:0000795	22	0.43840065	0.84138644	0.94825728		
phosphatidylglycerol metabolic process	GO:0046471	27	0.44437129	0.84145256	0.94811002		
positive regulation of T cell mediated immunity	GO:0002711	32	0.44873834	0.84218887	0.94871779		
negative regulation of steroid metabolic process	GO:0045939	17	0.42963614	0.84241864	0.94875479		
regulation of CD4-positive, alpha-beta T cell activation	GO:2000514	27	0.44392448	0.84339316	0.94963035		
negative regulation of multi-organism process	GO:0043901	103	0.47112187	0.84424146	0.9503634		
regulation of gastrulation	GO:0010470	22	0.43761081	0.84446915	0.95039765		
endosomal transport	GO:0016197	124	0.47345518	0.8461513	0.95206841		
regulation of extrinsic apoptotic signaling pathway via death domain receptors	GO:1902041	32	0.44774568	0.84683324	0.95261325		
nuclear inner membrane	GO:0005637	29	0.4450921	0.84693141	0.9525013		
defense response to Gram-positive bacterium	GO:0050830	35	0.45	0.84697786	0.95233124		
neuron fate commitment	GO:0048663	54	0.45972135	0.84698801	0.95212045		
regulation of alpha-beta T cell proliferation	GO:0046640	19	0.43214996	0.8470567	0.95197555		
chloride transmembrane transport	GO:1902476	41	0.45364593	0.84775582	0.95253907		
regulation of transforming growth factor beta production	GO:0071634	19	0.4318798	0.84801193	0.95260469		
NuA4 histone acetyltransferase complex	GO:0035267	13	0.41756974	0.84828748	0.95269209		
H4/H2A histone acetyltransferase complex	GO:0043189	13	0.41756974	0.84828748	0.95247007	GO:1902562|H4 histone acetyltransferase complex, 	
H4 histone acetyltransferase complex	GO:1902562	13	0.41756974	0.84828748	0.95247007	GO:0043189|H4/H2A histone acetyltransferase complex, 	
positive regulation of myeloid leukocyte differentiation	GO:0002763	37	0.45109035	0.84835449	0.95232337		
GPI anchor metabolic process	GO:0006505	26	0.44149545	0.84909263	0.95292995		
calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules	GO:0016338	17	0.42741382	0.84993898	0.95365766		
female meiotic division	GO:0007143	15	0.4226163	0.85029681	0.95383703		
exon-exon junction complex	GO:0035145	14	0.41989607	0.85031679	0.95363741		
lymphocyte migration	GO:0072676	20	0.43278962	0.85095897	0.95413552		
regulation of humoral immune response	GO:0002920	37	0.45048798	0.85130862	0.95430547		
regulation of adaptive immune response	GO:0002819	95	0.46904386	0.85132674	0.9541038		
regulation of interleukin-2 production	GO:0032663	36	0.44961234	0.85224119	0.95490653		
regulation of interleukin-10 production	GO:0032653	30	0.44481187	0.85225088	0.95469536		
modulation by host of viral transcription	GO:0043921	18	0.42864808	0.85269226	0.95496776	GO:0052472|modulation by host of symbiont transcription, 	
modulation by host of symbiont transcription	GO:0052472	18	0.42864808	0.85269226	0.95496776	GO:0043921|modulation by host of viral transcription, 	
positive regulation of DNA-templated transcription, elongation	GO:0032786	19	0.43048104	0.85292846	0.9550103		
SCF ubiquitin ligase complex	GO:0019005	25	0.4393437	0.85308781	0.95496679		
sensory perception of bitter taste	GO:0050913	16	0.42413073	0.85330941	0.95499297		
lymphocyte apoptotic process	GO:0070227	15	0.42145026	0.85390825	0.95544123		
RNA modification	GO:0009451	50	0.4569168	0.8539863	0.95530671		
negative regulation of chromatin modification	GO:1903309	27	0.44135615	0.85421696	0.95534293		
ncRNA processing	GO:0034470	164	0.47605819	0.85469409	0.95565471		
spinal cord motor neuron differentiation	GO:0021522	32	0.44591047	0.85517106	0.95596617		
negative regulation of proteasomal protein catabolic process	GO:1901799	46	0.45486568	0.85517813	0.95575232		
detection of chemical stimulus involved in sensory perception of taste	GO:0050912	26	0.43988734	0.85563943	0.95604609		
nucleotide salvage	GO:0043173	14	0.41781832	0.85649675	0.95678213		
cellular monovalent inorganic cation homeostasis	GO:0030004	36	0.44871542	0.85649764	0.95656134		
positive regulation of intrinsic apoptotic signaling pathway	GO:2001244	40	0.45133432	0.85653219	0.95637824		
negative regulation of NF-kappaB import into nucleus	GO:0042347	12	0.41106017	0.85698178	0.95665853		
epidermal cell differentiation	GO:0009913	110	0.47047329	0.85749678	0.9570117		
organ or tissue specific immune response	GO:0002251	13	0.4142673	0.85776826	0.95709297		
negative regulation of cellular protein catabolic process	GO:1903363	51	0.45660735	0.85809058	0.95723094		
endocrine hormone secretion	GO:0060986	10	0.40179103	0.858917	0.95793105		
regulation of multi-organism process	GO:0043900	241	0.479834	0.85914272	0.95796103		
germ cell nucleus	GO:0043073	18	0.42646136	0.85996671	0.95865793		
positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	GO:1902043	13	0.41320697	0.86072539	0.95928173		
histone H2A acetylation	GO:0043968	11	0.40540928	0.86134209	0.95974704		
positive regulation of T cell differentiation	GO:0045582	51	0.45597962	0.86154454	0.95975066		
regulation of mesoderm development	GO:2000380	13	0.4128146	0.86180898	0.95982332		
brain morphogenesis	GO:0048854	23	0.4344154	0.86187445	0.9596744		
hydrogen peroxide catabolic process	GO:0042744	16	0.42124203	0.86230624	0.95993334		
sensory perception of taste	GO:0050909	50	0.45536364	0.86251094	0.95993941		
cytoplasmic microtubule	GO:0005881	40	0.45010644	0.86252909	0.95973791		
positive regulation of nuclear division	GO:0051785	46	0.45344837	0.86261415	0.95961093		
negative regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0032435	45	0.45289473	0.86282483	0.95962374		
positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	GO:0002824	64	0.46046543	0.86289934	0.95948512		
positive regulation of leukocyte mediated immunity	GO:0002705	66	0.46106527	0.86290805	0.95927342		
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	GO:0000288	46	0.45330353	0.86336285	0.9595576		
exosome (RNase complex)	GO:0000178	19	0.42734144	0.86356001	0.95955538		
nuclear pore	GO:0005643	62	0.45961995	0.8641844	0.96002777		
positive regulation of epithelial cell apoptotic process	GO:1904037	11	0.40424463	0.86427835	0.95991081		
COPI-coated vesicle	GO:0030137	16	0.42054358	0.86442379	0.95985108		
adenohypophysis development	GO:0021984	13	0.41185236	0.86444197	0.95965009		
regulation of odontogenesis	GO:0042481	23	0.433574	0.8649269	0.95996724		
positive regulation of lymphocyte mediated immunity	GO:0002708	59	0.45830572	0.86593466	0.96086439		
positive regulation of leukocyte mediated cytotoxicity	GO:0001912	31	0.44250613	0.86603122	0.96075027		
regulation of mitotic metaphase/anaphase transition	GO:0030071	40	0.4493279	0.86623927	0.96075985	GO:1902099|regulation of metaphase/anaphase transition of cell cycle, 	
regulation of metaphase/anaphase transition of cell cycle	GO:1902099	40	0.4493279	0.86623927	0.96075985	GO:0030071|regulation of mitotic metaphase/anaphase transition, 	
response to ionizing radiation	GO:0010212	95	0.46690757	0.86737552	0.96179868		
negative regulation of protein catabolic process	GO:0042177	77	0.46324186	0.86750871	0.96172503		
spermatid differentiation	GO:0048515	81	0.46405638	0.86817556	0.96224289		
ventral spinal cord development	GO:0021517	38	0.44754527	0.86838374	0.96225227		
peptide hormone processing	GO:0016486	26	0.43634154	0.86938979	0.96314555		
negative regulation of immune response	GO:0050777	83	0.46426908	0.86965711	0.96322021		
grooming behavior	GO:0007625	14	0.41292325	0.87036155	0.96377889		
nuclear heterochromatin	GO:0005720	19	0.42515458	0.87064706	0.96387351		
regulation of tissue remodeling	GO:0034103	45	0.45127836	0.87088655	0.96391716		
positive regulation of cell division	GO:0051781	98	0.46692191	0.8709578	0.96377461		
ribonucleoprotein complex assembly	GO:0022618	93	0.46588968	0.87207516	0.96478947		
positive regulation of cell killing	GO:0031343	35	0.44447456	0.87216595	0.9646684		
mRNA splice site selection	GO:0006376	12	0.40510454	0.87250162	0.96481818		
positive regulation of DNA recombination	GO:0045911	13	0.4087134	0.8727912	0.96491693		
response to folic acid	GO:0051593	11	0.40068444	0.87298876	0.96491393		
cartilage condensation	GO:0001502	22	0.42964059	0.87335758	0.96510019	GO:0098743|cell aggregation, 	
cell aggregation	GO:0098743	22	0.42964059	0.87335758	0.96510019	GO:0001502|cartilage condensation, 	
macroautophagy	GO:0016236	30	0.43965109	0.87368047	0.96523562		
cellular macromolecular complex assembly	GO:0034622	372	0.48267924	0.87370474	0.96504114		
snRNA processing	GO:0016180	10	0.39548297	0.87380107	0.96492632		
preassembly of GPI anchor in ER membrane	GO:0016254	11	0.40032014	0.8738576	0.96476762		
telomere maintenance	GO:0000723	50	0.45314588	0.87408376	0.96479623		
U12-type spliceosomal complex	GO:0005689	20	0.42568191	0.87505099	0.96564262		
negative regulation of tissue remodeling	GO:0034104	12	0.40406471	0.8750802	0.96545372		
regulation of complement activation	GO:0030449	23	0.43058616	0.87540675	0.96559289		
response to UV	GO:0009411	87	0.46417108	0.87586738	0.96587984		
regulation of DNA-templated transcription, elongation	GO:0032784	31	0.43988822	0.87662264	0.9664915		
telomere organization	GO:0032200	51	0.45305455	0.87688046	0.96655458		
Golgi vesicle budding	GO:0048194	13	0.40711123	0.87691198	0.96636824		
spinal cord development	GO:0021510	73	0.46058805	0.87776075	0.96708239		
regulation of glial cell differentiation	GO:0045685	42	0.44795622	0.87836549	0.96752741		
regulation of JUN kinase activity	GO:0043506	65	0.45813184	0.87838886	0.96733201		
pseudouridine synthesis	GO:0001522	14	0.40941624	0.87971543	0.96857151		
regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0032434	92	0.46455039	0.87990812	0.96856233		
neuronal stem cell maintenance	GO:0097150	10	0.39255054	0.88033378	0.96880953		
serine/threonine protein kinase complex	GO:1902554	48	0.45082938	0.88066935	0.9689575		
mucosal immune response	GO:0002385	11	0.39731192	0.8808739	0.96896129		
iron-sulfur cluster assembly	GO:0016226	14	0.4089521	0.88091605	0.96878647	GO:0031163|metallo-sulfur cluster assembly, 	
metallo-sulfur cluster assembly	GO:0031163	14	0.4089521	0.88091605	0.96878647	GO:0016226|iron-sulfur cluster assembly, 	
regulation of cytokine-mediated signaling pathway	GO:0001959	80	0.46182588	0.88097208	0.96862699		
regulation of tyrosine phosphorylation of STAT protein	GO:0042509	42	0.44730591	0.88128505	0.96875003		
membrane protein intracellular domain proteolysis	GO:0031293	11	0.39679307	0.88205564	0.96937593		
telomere maintenance via telomere lengthening	GO:0010833	30	0.43745264	0.882117	0.96922228		
cell activation involved in immune response	GO:0002263	91	0.46400613	0.88220809	0.96910136	GO:0002366|leukocyte activation involved in immune response, 	
leukocyte activation involved in immune response	GO:0002366	91	0.46400613	0.88220809	0.96910136	GO:0002263|cell activation involved in immune response, 	
thymic T cell selection	GO:0045061	18	0.41919422	0.88236411	0.96905181		
chromatin organization	GO:0006325	421	0.48301478	0.88331156	0.96987126		
response to lead ion	GO:0010288	11	0.39613071	0.88355216	0.9699144		
embryonic hemopoiesis	GO:0035162	20	0.42293603	0.88358667	0.96973134		
nuclear chromosome	GO:0000228	254	0.47819809	0.88382112	0.96976774		
adaptive immune response	GO:0002250	124	0.46875512	0.88506232	0.97090852		
kinetochore	GO:0000776	88	0.46287911	0.88551664	0.97118579		
UV protection	GO:0009650	10	0.39011596	0.88557328	0.97102687		
